40.2503398,-83.0001841
39.9611755,-82.9987942
37.4781918,-86.8488901
38.9500957,-84.9650291
41.6639383,-83.555212
39.7589478,-84.1916069
40.0639616,-80.7209149
-84.75,-114.0
40.0969204,-80.6190579
41.1536674,-81.357886
40.742551,-84.1052256
41.452819,-82.1823746
40.75839,-82.5154471
41.2375569,-80.8184166
41.0997803,-80.6495194
40.7989473,-81.378447
41.4994954,-81.6954088
41.0814447,-81.5190053
39.9242266,-83.8088172
39.12711,-84.51439
39.3995008,-84.5613355
37.333933,-86.9961062
37.4511591,-86.9091596
37.4019918,-86.8758256
40.0751427,-83.0740514
41.4047742,-81.7229086
40.0992294,-83.1140771
41.3683798,-82.1076486
41.9733332,-81.3031304
41.5931049,-81.5267873
41.4819932,-81.7981908
40.7967244,-81.5215093
40.0581205,-82.4012643
41.1339449,-81.4845585
39.5150576,-84.3982763
37.4503277,-86.7413779
37.4172684,-86.9961061
37.5589399,-86.772767
37.6361638,-86.7174873
38.9495047,-84.853838
40.169794,-80.5936851
21.6833333,-82.8666667
41.556996,-83.627157
40.1447732,-84.2424449
41.4489397,-82.7079605
40.3697905,-80.6339638
41.1595005,-81.4403898
41.3144966,-81.83569
40.0394982,-84.2032767
41.3125552,-81.4401129
40.5206198,-81.4740054
40.6186756,-80.5772928
41.6539359,-81.4503924
41.0442201,-83.6499321
40.7336688,-82.7899026
41.240056,-81.440667
41.3136664,-81.5084499
40.5886699,-83.1285242
40.2364486,-83.3671432
41.1383878,-81.8637474
41.6661573,-81.339552
41.1828353,-80.765358
41.4156025,-81.9234726
41.3894905,-82.0190321
41.3136644,-81.7245739
41.0256101,-81.7298519
40.1261743,-82.9290696
41.4553232,-81.9179174
41.6397696,-81.4065011
41.3747744,-83.6513229
41.2381096,-81.8418007
41.9475551,-80.5542409
40.9153362,-81.1059309
41.3978217,-82.2223775
41.8650534,-80.7898089
41.3175549,-81.3453858
41.012833,-81.6051221
39.9547861,-82.8121191
39.8208925,-84.0193789
39.34589,-84.5605016
39.2689476,-84.263826
39.3600586,-84.309939
39.6428362,-84.2866083
39.8814519,-83.0929645
39.6895036,-84.1688274
39.9403453,-82.0131924
37.3819907,-86.9224934
37.3275448,-86.9466607
37.3442149,-86.7547121
37.3347689,-86.8405474
37.3575455,-86.9422161
37.380045,-87.0936069
37.4369905,-87.1011071
37.4631022,-87.1019405
37.3403254,-86.7880462
37.6594962,-86.806934
37.4047723,-86.6302636
37.3336557,-86.9641611
37.6728299,-86.7905448
38.9022832,-84.8735602
38.9089489,-84.9685619
38.9128367,-85.074953
38.9250593,-85.0046739
40.821417,-82.516639
39.9961755,-83.018795
40.2964503,-83.0671315
38.9042783,-77.0627553
40.0784068,-80.533682
38.9486757,-84.2799366
39.6672987,-80.8720432
40.7714368,-84.6155134
41.7244885,-81.245657
41.4756031,-81.8393034
40.9008923,-80.8567502
41.4739419,-81.5370671
40.8814452,-82.6618424
40.2842164,-84.1554987
41.3897764,-81.4412259
41.2392227,-81.3459405
41.7189392,-83.7129935
41.1014451,-81.441779
41.1144992,-83.1779747
41.5924731,-83.8060644
40.4642335,-80.6009058
40.3931218,-81.3464998
40.1083912,-83.7524298
41.5331066,-81.5790137
41.0133868,-83.6685437
41.156998,-83.4168702
41.3503303,-83.1218634
40.0192307,-82.8793446
40.7512668,-82.724592
41.4169974,-81.6059581
40.9458898,-81.4831714
40.1028264,-84.6330115
41.4331055,-82.6521235
40.0333961,-83.1582451
41.3686645,-81.6379033
40.7083843,-84.026334
41.684788,-81.3970187
41.7711633,-81.049819
41.4153313,-81.565956
40.6165915,-83.0684673
40.0959055,-80.724526
41.5628294,-83.6538244
41.5645412,-83.4764592
41.2975519,-82.6054547
40.4957127,-84.301842
40.2722923,-81.6059541
41.18839,-80.9781468
41.6436603,-83.4868768
40.5678265,-84.1935594
40.8747781,-81.8868064
